om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
345,1958,7,7,7/7/1958,0:30:00,3,MO,29,16,1,0,0,4,0,40,-93.8,0,0,0.2,10,1,1,1,61,0,0,0,0
499,1958,9,16,9/16/1958,12:40:00,3,MO,29,21,1,0,0,3,0,37.08,-92.07,0,0,0.3,100,1,1,1,215,0,0,0,0
500,1958,9,16,9/16/1958,13:30:00,3,MO,29,22,1,0,0,3,0,37.08,-94.6,0,0,0.5,100,1,1,1,97,0,0,0,0
501,1958,9,16,9/16/1958,15:30:00,3,MO,29,23,2,0,0,5,0,37.8,-93.98,37.83,-93.95,2.3,50,1,1,1,39,0,0,0,0
503,1958,9,16,9/16/1958,16:50:00,3,MO,29,24,1,0,0,5,0,38.57,-90.28,0,0,0.3,20,1,1,1,510,0,0,0,0
575,1959,10,4,10/4/1959,19:40:00,3,MO,29,28,0,0,0,3,0,39,-92.37,0,0,0.2,10,1,1,1,19,0,0,0,0
576,1959,10,4,10/4/1959,19:40:00,3,MO,29,29,0,0,0,3,0,39.23,-92.25,0,0,0.2,17,1,1,1,19,0,0,0,0
577,1959,10,4,10/4/1959,19:40:00,3,MO,29,30,0,0,0,3,0,39.48,-92.07,0,0,0.2,10,1,1,1,137,0,0,0,0
603,1959,12,11,12/11/1959,15:45:00,3,MO,29,31,1,0,0,3,0,37.45,-93.17,37.48,-93.08,5.1,30,1,1,1,59,0,0,0,0
23,1959,2,10,2/10/1959,1:40:00,3,MO,29,4,0,0,0,2,0,38.78,-90.3,0,0,0.2,10,1,1,1,189,0,0,0,0
24,1959,2,10,2/10/1959,1:40:00,3,MO,29,3,4,345,21,7,0,38.53,-90.6,38.67,-90.15,23.9,200,2,0,1,0,0,0,0,0
18,1959,2,9,2/9/1959,14:10:00,3,MO,29,1,1,1,0,4,0,37.08,-94.47,37.1,-94.4,4.3,800,1,1,1,97,0,0,0,0
22,1959,2,9,2/9/1959,23:01:00,3,MO,29,2,1,0,0,3,0,37.48,-93.88,37.62,-93.67,14.4,100,1,1,1,57,39,0,0,0
43,1959,3,14,3/14/1959,8:30:00,3,MO,29,5,1,0,0,3,0,40.38,-92.08,0,0,1,50,1,1,1,199,0,0,0,0
209,1959,5,10,5/10/1959,16:00:00,3,MO,29,10,2,0,0,4,0,40.52,-95.17,0,0,0.2,17,1,1,1,147,0,0,0,0
247,1959,5,18,5/18/1959,23:00:00,3,MO,29,11,1,0,0,3,0,39.72,-94.23,0,0,0.2,17,1,1,1,49,0,0,0,0
263,1959,5,20,5/20/1959,22:00:00,3,MO,29,12,1,0,0,4,0,39.9,-94.7,0,0,0.2,17,1,1,1,3,0,0,0,0
264,1959,5,20,5/20/1959,23:30:00,3,MO,29,13,1,0,0,4,0,40.47,-93.75,40.52,-93.65,5.9,10,1,1,1,129,0,0,0,0
159,1959,5,4,5/4/1959,21:30:00,3,MO,29,7,1,0,0,3,0,40.28,-95,40.57,-94.72,24.4,200,1,1,1,147,0,0,0,0
183,1959,5,9,5/9/1959,16:25:00,3,MO,29,8,0,0,0,0,0,36.62,-92.45,0,0,0.2,17,1,1,1,153,0,0,0,0
196,1959,5,9,5/9/1959,18:45:00,3,MO,29,9,2,0,0,5,0,36.68,-94.45,0,0,0.5,50,1,1,1,119,0,0,0,0
365,1959,6,11,6/11/1959,19:00:00,3,MO,29,14,1,0,0,4,0,37.1,-94.22,0,0,1,30,1,1,1,97,0,0,0,0
459,1959,7,16,7/16/1959,15:00:00,3,MO,29,15,0,0,0,1,0,37,-89.57,0,0,0.2,10,1,1,1,201,0,0,0,0
526,1959,9,26,9/26/1959,8:00:00,3,MO,29,16,1,3,0,3,0,39.88,-94.8,0,0,0.2,10,1,1,1,3,0,0,0,0
527,1959,9,26,9/26/1959,8:00:00,3,MO,29,17,1,0,0,4,0,40.18,-94.55,40.2,-94.5,1.9,50,1,1,1,75,0,0,0,0
528,1959,9,26,9/26/1959,8:07:00,3,MO,29,18,1,0,0,3,0,40.02,-94.85,0,0,0.2,10,1,1,1,3,0,0,0,0
529,1959,9,26,9/26/1959,9:20:00,3,MO,29,19,2,0,0,4,0,40.32,-93.75,40.37,-93.62,5.4,50,1,1,1,129,0,0,0,0
530,1959,9,26,9/26/1959,12:05:00,3,MO,29,20,0,0,0,1,0,37.57,-94.28,0,0,0.1,10,1,1,1,11,0,0,0,0
532,1959,9,26,9/26/1959,14:45:00,3,MO,29,21,4,0,0,5,0,37.35,-92.67,37.43,-92.57,7.8,100,1,1,1,229,0,0,0,0
551,1959,9,27,9/27/1959,19:23:00,3,MO,29,22,1,0,0,3,0,39.35,-92.8,39.42,-92.73,4.1,50,1,1,1,41,0,0,0,0
552,1959,9,27,9/27/1959,19:23:00,3,MO,29,23,2,0,0,4,0,39.03,-92.67,39.08,-92.5,6.4,50,1,1,1,89,19,0,0,0
553,1959,9,27,9/27/1959,20:00:00,3,MO,29,24,1,1,0,3,0,37.73,-93.3,0,0,0.2,10,1,1,1,167,0,0,0,0
555,1959,9,27,9/27/1959,20:55:00,3,MO,29,25,0,0,0,2,0,39.07,-92.07,0,0,0.1,10,1,1,1,27,0,0,0,0
556,1959,9,28,9/28/1959,15:45:00,3,MO,29,26,1,1,0,4,0,38.37,-91.82,38.4,-91.72,5.7,100,1,1,1,151,0,0,0,0
557,1959,9,28,9/28/1959,16:00:00,3,MO,29,27,1,0,0,3,0,38.78,-92.22,0,0,0.1,10,1,1,1,19,0,0,0,0
591,1960,11,15,11/15/1960,14:00:00,3,MO,29,29,2,0,0,4,0,38.22,-91.72,38.23,-91.68,1.3,100,1,1,1,125,0,0,0,0
595,1960,11,15,11/15/1960,15:30:00,3,MO,29,30,2,3,0,4,0,37.55,-92.72,37.63,-92.4,18.2,200,1,1,1,105,0,0,0,0
596,1960,11,15,11/15/1960,15:30:00,3,MO,29,31,1,1,0,4,0,37.95,-91.8,37.98,-91.77,1.9,17,1,1,1,161,0,0,0,0
597,1960,11,15,11/15/1960,15:45:00,3,MO,29,32,2,0,0,4,0,38.07,-91.72,0,0,2,17,1,1,1,125,0,0,0,0
601,1960,11,15,11/15/1960,19:00:00,3,MO,29,33,1,0,0,3,0,37.8,-92.13,0,0,0.2,10,1,1,1,169,0,0,0,0
616,1960,12,4,12/4/1960,20:30:00,3,MO,29,34,2,0,0,4,0,39.25,-94.05,39.4,-93.92,11,17,1,1,1,177,0,0,0,0
1,1960,1,12,1/12/1960,14:20:00,3,MO,29,1,1,0,0,4,0,40.27,-94.9,40.28,-94.88,0.1,17,1,1,1,147,0,0,0,0
17,1960,2,9,2/9/1960,20:10:00,3,MO,29,2,2,0,0,4,0,37.7,-90.55,37.77,-90.4,9.3,100,1,1,1,187,0,0,0,0
47,1960,3,29,3/29/1960,16:30:00,3,MO,29,3,1,0,0,4,0,40.08,-93.62,0,0,0.3,100,1,1,1,79,0,0,0,0
50,1960,3,29,3/29/1960,21:15:00,3,MO,29,4,1,0,0,3,0,36.63,-89.92,0,0,2.5,17,1,1,1,207,0,0,0,0
51,1960,3,29,3/29/1960,21:30:00,3,MO,29,5,1,1,0,4,0,36.87,-89.55,0,0,0.2,17,1,1,1,201,0,0,0,0
83,1960,4,16,4/16/1960,15:00:00,3,MO,29,7,3,4,0,4,0,40.3,-94.43,40.42,-93.93,27,300,1,1,1,15,81,0,0,0
88,1960,4,16,4/16/1960,16:30:00,3,MO,29,8,2,0,0,4,0,40.47,-93.42,40.53,-92.85,29.6,100,1,1,1,129,171,0,0,0
222,1960,5,16,5/16/1960,1:30:00,3,MO,29,12,1,0,0,3,0,40.17,-93.92,0,0,0.2,10,1,1,1,81,0,0,0,0
225,1960,5,16,5/16/1960,6:00:00,3,MO,29,13,2,0,0,4,0,40.2,-92.6,40.28,-92.43,8.7,17,1,1,1,1,0,0,0,0
239,1960,5,18,5/18/1960,6:00:00,3,MO,29,14,1,0,0,3,0,36.67,-93.88,0,0,0.2,10,1,1,1,9,0,0,0,0
240,1960,5,18,5/18/1960,14:45:00,3,MO,29,15,0,0,0,2,0,36.62,-93.22,0,0,0.2,10,1,1,1,213,0,0,0,0
269,1960,5,19,5/19/1960,19:10:00,3,MO,29,16,1,0,0,3,0,37.1,-93.85,0,0,0.2,17,1,1,1,109,0,0,0,0
278,1960,5,19,5/19/1960,21:00:00,3,MO,29,17,1,0,0,4,0,37.35,-94.47,0,0,1.5,17,1,1,1,11,0,0,0,0
280,1960,5,19,5/19/1960,22:15:00,3,MO,29,18,1,0,0,3,0,38.8,-93.75,0,0,0.2,17,1,1,1,101,0,0,0,0
281,1960,5,19,5/19/1960,23:20:00,3,MO,29,19,1,0,0,3,0,39.78,-93.08,0,0,1.5,40,1,1,1,115,0,0,0,0
171,1960,5,5,5/5/1960,16:50:00,3,MO,29,9,0,0,0,3,0,37.88,-93.15,0,0,0.2,13,1,1,1,59,0,0,0,0
195,1960,5,6,5/6/1960,0:30:00,3,MO,29,10,1,0,0,3,0,37.97,-92.97,0,0,0.2,13,1,1,1,29,0,0,0,0
196,1960,5,6,5/6/1960,0:45:00,3,MO,29,11,2,0,0,5,0,36.93,-92.77,36.95,-92.67,5.7,50,1,1,1,67,0,0,0,0
364,1960,6,10,6/10/1960,17:20:00,3,MO,29,21,1,0,0,3,0,38.13,-93.22,0,0,0.2,17,1,1,1,195,0,0,0,0
371,1960,6,11,6/11/1960,15:30:00,3,MO,29,22,1,0,0,4,0,39.18,-91.55,39.18,-91.47,4.1,33,1,1,1,7,0,0,0,0
372,1960,6,11,6/11/1960,16:15:00,3,MO,29,23,1,0,0,3,0,39.28,-93.97,0,0,0.2,17,1,1,1,177,0,0,0,0
449,1960,6,29,6/29/1960,18:20:00,3,MO,29,24,1,0,0,5,0,39,-93.97,0,0,0.5,50,1,1,1,107,0,0,0,0
451,1960,6,29,6/29/1960,19:00:00,3,MO,29,25,2,0,0,4,0,39.75,-94.85,39.9,-94.42,25.1,100,1,1,1,21,3,63,0,0
453,1960,6,29,6/29/1960,20:00:00,3,MO,29,26,1,0,0,4,0,40.12,-94.87,40.1,-94.87,1.1,17,1,1,1,3,0,0,0,0
456,1960,6,30,6/30/1960,8:00:00,3,MO,29,27,0,0,0,2,0,38.9,-90.52,0,0,0.2,10,1,1,1,183,0,0,0,0
461,1960,6,30,6/30/1960,20:00:00,3,MO,29,28,1,0,0,4,0,38.88,-92.1,0,0,0.2,17,1,1,1,27,0,0,0,0
344,1960,6,4,6/4/1960,19:15:00,3,MO,29,20,1,0,0,4,0,40.52,-93.53,0,0,0.2,17,1,1,1,129,0,0,0,0
85,1961,3,12,3/12/1961,18:00:00,3,MO,29,8,1,4,0,4,0,36.6,-93.62,36.67,-93.5,7.8,50,1,1,1,9,209,0,0,0
87,1961,3,12,3/12/1961,18:00:00,3,MO,29,9,2,0,0,5,0,36.62,-93.38,36.72,-93.12,16.3,50,1,1,1,209,213,0,0,0
90,1961,3,12,3/12/1961,18:10:00,3,MO,29,10,2,6,0,5,0,36.95,-94.45,36.97,-94.43,1.9,50,1,1,1,145,0,0,0,0
92,1961,3,12,3/12/1961,19:00:00,3,MO,29,11,2,11,1,5,0,36.62,-92.13,36.78,-91.82,21.1,150,1,1,1,153,91,0,0,0
94,1961,3,12,3/12/1961,19:30:00,3,MO,29,12,1,0,0,5,0,36.58,-92.35,0,0,2.8,50,1,1,1,153,0,0,0,0
96,1961,3,12,3/12/1961,19:47:00,3,MO,29,13,1,1,0,3,0,37.1,-93.33,37.15,-93.25,5.6,50,1,1,1,77,0,0,0,0
38,1961,3,5,3/5/1961,15:00:00,3,MO,29,1,1,0,0,3,0,36.72,-91.83,0,0,1,100,1,1,1,91,0,0,0,0
45,1961,3,5,3/5/1961,21:00:00,3,MO,29,2,1,0,0,3,0,37.78,-93.83,0,0,2.5,50,1,1,1,39,0,0,0,0
47,1961,3,5,3/5/1961,21:30:00,3,MO,29,3,1,0,0,3,0,37.7,-93.9,0,0,0.2,17,1,1,1,39,0,0,0,0
48,1961,3,5,3/5/1961,22:30:00,3,MO,29,4,2,0,0,5,0,38.27,-92.77,38.38,-92.67,9.6,50,1,1,1,141,131,0,0,0
49,1961,3,5,3/5/1961,22:45:00,3,MO,29,5,1,0,0,3,0,38.6,-92.57,0,0,0.2,10,1,1,1,135,0,0,0,0
50,1961,3,5,3/5/1961,22:45:00,3,MO,29,6,1,0,0,3,0,38.6,-92.57,0,0,0.2,10,1,1,1,135,0,0,0,0
52,1961,3,6,3/6/1961,2:30:00,3,MO,29,7,2,0,0,6,0,37.87,-89.87,38.38,-87.92,112.1,50,2,0,1,0,0,0,0,0
196,1961,4,20,4/20/1961,16:30:00,3,MO,29,14,0,0,0,3,0,39.85,-94.83,0,0,0.1,10,1,1,1,3,0,0,0,0
200,1961,4,22,4/22/1961,2:00:00,3,MO,29,15,1,0,0,4,0,38.77,-94.22,0,0,0.2,50,1,1,1,37,0,0,0,0
201,1961,4,23,4/23/1961,2:20:00,3,MO,29,16,1,0,0,3,0,38.72,-93.98,38.73,-93.85,7.1,50,1,1,1,101,0,0,0,0
204,1961,4,23,4/23/1961,14:00:00,3,MO,29,17,1,0,0,3,0,38.75,-94.17,0,0,0.2,10,1,1,1,37,0,0,0,0
211,1961,4,25,4/25/1961,0:30:00,3,MO,29,18,2,0,0,4,0,37.33,-94.37,37.33,-94.2,9,250,1,1,1,97,0,0,0,0
212,1961,4,25,4/25/1961,1:00:00,3,MO,29,19,2,0,0,4,0,37.4,-93.7,0,0,1,250,1,1,1,57,0,0,0,0
230,1961,4,30,4/30/1961,19:30:00,3,MO,29,20,0,0,0,1,0,36.98,-93.73,0,0,0.2,10,1,1,1,109,0,0,0,0
260,1961,5,6,5/6/1961,16:15:00,3,MO,29,21,1,0,0,4,0,38.15,-90.53,38.2,-90.45,5.7,50,1,1,1,99,0,0,0,0
281,1961,5,7,5/7/1961,16:15:00,3,MO,29,24,1,0,0,3,0,38.07,-90.63,38.12,-90.55,5.6,50,1,1,1,99,0,0,0,0
282,1961,5,7,5/7/1961,17:30:00,3,MO,29,25,2,2,0,4,0,39.3,-94.05,39.33,-93.92,7.3,50,1,1,1,177,0,0,0,0
283,1961,5,7,5/7/1961,18:00:00,3,MO,29,26,2,0,0,4,0,39.38,-93.62,39.42,-93.42,9.6,50,1,1,1,33,0,0,0,0
421,1961,6,7,6/7/1961,18:10:00,3,MO,29,27,1,0,0,3,0,40.33,-93.8,0,0,0.5,17,1,1,1,81,0,0,0,0
422,1961,6,7,6/7/1961,19:15:00,3,MO,29,28,1,0,0,3,0,38.93,-91.77,0,0,0.5,50,1,1,1,27,0,0,0,0
423,1961,6,7,6/7/1961,19:35:00,3,MO,29,29,0,0,0,1,0,39.12,-91.83,0,0,0.2,10,1,1,1,7,0,0,0,0
524,1961,7,22,7/22/1961,12:15:00,3,MO,29,30,2,0,0,5,0,38.97,-93.5,38.97,-93.42,4.1,200,1,1,1,195,0,0,0,0
527,1961,7,22,7/22/1961,15:00:00,3,MO,29,31,1,0,0,4,0,40,-91.72,0,0,0.2,17,1,1,1,111,0,0,0,0
528,1961,7,22,7/22/1961,18:15:00,3,MO,29,32,1,0,0,5,0,38.92,-93.5,38.93,-93.55,1.9,50,1,1,1,159,0,0,0,0
530,1961,7,22,7/22/1961,21:00:00,3,MO,29,33,2,0,0,4,0,38.83,-94.13,38.85,-94.1,1.3,133,1,1,1,95,101,0,0,0
642,1962,10,6,10/6/1962,20:00:00,3,MO,29,21,1,0,0,5,0,37.85,-94.32,37.88,-94.23,5.1,50,1,1,1,217,0,0,0,0
13,1962,2,8,2/8/1962,22:00:00,3,MO,29,1,2,0,0,4,0,36.72,-89.32,0,0,0.1,30,1,1,1,133,0,0,0,0
14,1962,2,8,2/8/1962,23:15:00,3,MO,29,2,1,0,0,3,0,36.27,-89.82,0,0,0.2,17,1,1,1,155,0,0,0,0
254,1962,5,26,5/26/1962,22:30:00,3,MO,29,3,1,0,0,4,0,38.2,-94.03,0,0,0.2,17,1,1,1,185,0,0,0,0
287,1962,5,28,5/28/1962,19:00:00,3,MO,29,4,1,0,0,4,0,39.35,-94.58,39.37,-94.53,2.3,50,1,1,1,47,0,0,0,0
300,1962,5,29,5/29/1962,15:30:00,3,MO,29,5,1,2,0,4,0,37,-89.53,0,0,0.2,17,1,1,1,201,0,0,0,0
305,1962,5,31,5/31/1962,13:45:00,3,MO,29,6,0,0,0,1,0,39.95,-95,0,0,0.1,10,1,1,1,3,0,0,0,0
306,1962,5,31,5/31/1962,13:45:00,3,MO,29,7,0,0,0,1,0,39.97,-94.98,0,0,0.1,10,1,1,1,3,0,0,0,0
477,1962,6,24,6/24/1962,11:48:00,3,MO,29,16,0,0,0,1,0,38.93,-90.75,0,0,0.2,10,1,1,1,113,0,0,0,0
327,1962,6,2,6/2/1962,19:45:00,3,MO,29,9,1,0,0,4,0,36.83,-94.47,0,0,0.5,17,1,1,1,145,0,0,0,0
331,1962,6,3,6/3/1962,15:30:00,3,MO,29,10,1,0,0,4,0,39.63,-92.27,0,0,0.2,17,1,1,1,205,0,0,0,0
335,1962,6,3,6/3/1962,17:25:00,3,MO,29,11,0,0,0,1,0,39.4,-91.2,0,0,0.1,10,1,1,1,163,0,0,0,0
374,1962,6,8,6/8/1962,10:30:00,3,MO,29,12,1,0,0,2,0,38.77,-93.78,0,0,0.5,17,1,1,1,101,0,0,0,0
388,1962,6,9,6/9/1962,9:00:00,3,MO,29,13,0,0,0,1,0,36.88,-94.1,0,0,0.5,67,1,1,1,145,0,0,0,0
390,1962,6,9,6/9/1962,15:40:00,3,MO,29,14,0,0,0,1,0,37.27,-92.52,0,0,0.5,10,1,1,1,229,0,0,0,0
392,1962,6,9,6/9/1962,16:00:00,3,MO,29,15,1,0,0,4,0,37.1,-92.1,37.12,-92.05,2.7,17,1,1,1,215,0,0,0,0
520,1962,7,13,7/13/1962,15:00:00,3,MO,29,18,1,0,0,4,0,37.3,-89.68,0,0,2.5,20,1,1,1,31,0,0,0,0
526,1962,7,15,7/15/1962,1:00:00,3,MO,29,19,1,0,0,3,0,39.27,-93.83,0,0,1,10,1,1,1,177,0,0,0,0
541,1962,7,21,7/21/1962,7:00:00,3,MO,29,20,1,1,0,4,0,39.95,-94.95,39.88,-94.75,10.6,100,1,1,1,3,0,0,0,0
493,1962,7,5,7/5/1962,19:00:00,3,MO,29,17,0,0,0,2,0,37.18,-94.2,0,0,0.2,10,1,1,1,97,0,0,0,0
23,1963,3,4,3/4/1963,8:30:00,3,MO,29,1,1,0,0,4,0,39.72,-92.28,0,0,0.3,30,1,1,1,205,0,0,0,0
24,1963,3,4,3/4/1963,9:00:00,3,MO,29,2,1,0,0,4,0,37.55,-94.25,0,0,0.2,17,1,1,1,11,0,0,0,0
25,1963,3,4,3/4/1963,11:45:00,3,MO,29,3,1,0,0,4,0,37.32,-91.92,0,0,0.8,17,1,1,1,215,0,0,0,0
78,1963,4,17,4/17/1963,17:45:00,3,MO,29,4,0,0,0,3,0,39.72,-92.23,0,0,0.2,10,1,1,1,205,0,0,0,0
106,1963,4,22,4/22/1963,0:30:00,3,MO,29,5,1,0,0,4,0,40.13,-95.22,0,0,0.2,17,1,1,1,87,0,0,0,0
132,1963,4,29,4/29/1963,15:45:00,3,MO,29,6,0,0,0,3,0,37.58,-90.33,0,0,0.2,17,1,1,1,123,0,0,0,0
133,1963,4,29,4/29/1963,16:00:00,3,MO,29,7,2,3,1,4,0,37.08,-89.95,37.13,-89.77,10.7,50,1,1,1,207,31,0,0,0
135,1963,4,29,4/29/1963,17:30:00,3,MO,29,8,1,0,0,3,0,36.07,-89.77,0,0,0.5,33,1,1,1,155,0,0,0,0
171,1963,5,15,5/15/1963,0:01:00,3,MO,29,10,1,0,0,2,0,39.53,-94.32,0,0,0.3,10,1,1,1,49,0,0,0,0
172,1963,5,15,5/15/1963,2:00:00,3,MO,29,11,1,0,0,2,0,37.3,-94.48,0,0,0.2,10,1,1,1,47,0,0,0,0
173,1963,5,15,5/15/1963,2:10:00,3,MO,29,12,1,0,0,4,0,39.27,-93.85,0,0,0.5,17,1,1,1,177,0,0,0,0
175,1963,5,16,5/16/1963,16:30:00,3,MO,29,13,2,0,0,5,0,37.67,-90.35,37.7,-90.27,4.9,50,1,1,1,187,0,0,0,0
158,1963,5,4,5/4/1963,21:00:00,3,MO,29,9,1,0,0,4,0,38.65,-92.77,0,0,0.5,17,1,1,1,135,0,0,0,0
287,1963,6,10,6/10/1963,18:15:00,3,MO,29,14,2,2,0,5,0,37.87,-90.55,0,0,2,50,1,1,1,187,0,0,0,0
387,1963,8,12,8/12/1963,18:00:00,3,MO,29,15,1,0,0,4,0,37.42,-90.32,0,0,0.2,17,1,1,1,123,0,0,0,0
45,1964,3,25,3/25/1964,13:00:00,3,MO,29,3,3,26,0,4,0,37.05,-91.02,37.25,-90.22,46,300,1,1,1,35,179,223,0,0
17,1964,3,4,3/4/1964,0:30:00,3,MO,29,1,1,0,0,3,0,36.75,-89.37,0,0,0.2,50,1,1,1,133,0,0,0,0
19,1964,3,4,3/4/1964,9:00:00,3,MO,29,2,2,2,0,4,0,36.03,-90.33,36.13,-90.17,11.5,100,1,1,1,69,0,0,0,0
96,1964,4,12,4/12/1964,17:45:00,3,MO,29,5,1,0,0,3,0,39.67,-94.42,39.75,-94.37,6.2,50,1,1,1,49,63,0,0,0
97,1964,4,12,4/12/1964,18:00:00,3,MO,29,6,3,10,1,6,0,38.7,-94.4,38.9,-94.12,19.5,100,1,1,1,37,95,0,0,0
100,1964,4,12,4/12/1964,21:00:00,3,MO,29,7,2,3,1,5,0,38.57,-93.77,38.68,-93.63,10.7,100,1,1,1,101,0,0,0,0
103,1964,4,12,4/12/1964,22:20:00,3,MO,29,8,2,0,0,6,0,40.28,-94.98,40.38,-94.82,10.8,80,1,1,1,147,0,0,0,0
152,1964,4,22,4/22/1964,21:40:00,3,MO,29,9,0,0,0,3,0,38.23,-94.22,0,0,0.1,10,1,1,1,13,0,0,0,0
328,1964,5,26,5/26/1964,15:00:00,3,MO,29,10,1,0,0,3,0,39.12,-94.12,0,0,1.5,50,1,1,1,95,0,0,0,0
383,1964,6,11,6/11/1964,14:30:00,3,MO,29,11,1,0,0,3,0,39.43,-94.15,0,0,0.5,10,1,1,1,177,0,0,0,0
426,1964,6,17,6/17/1964,15:50:00,3,MO,29,12,1,0,0,3,0,36.52,-91.55,0,0,2.3,220,1,1,1,149,0,0,0,0
427,1964,6,17,6/17/1964,15:50:00,3,MO,29,13,1,0,0,3,0,36.55,-92.12,0,0,0.2,17,1,1,1,153,0,0,0,0
461,1964,6,22,6/22/1964,17:00:00,3,MO,29,14,1,0,0,4,0,39.77,-94.85,0,0,1,50,1,1,1,21,0,0,0,0
520,1964,7,20,7/20/1964,16:00:00,3,MO,29,15,1,1,0,3,0,39.03,-91.95,0,0,0.5,50,1,1,1,27,0,0,0,0
523,1964,7,21,7/21/1964,17:00:00,3,MO,29,16,0,0,0,1,0,37.95,-92.27,0,0,0.2,10,1,1,1,169,0,0,0,0
529,1964,7,26,7/26/1964,4:45:00,3,MO,29,17,1,0,0,4,0,37.08,-94.52,0,0,0.2,17,1,1,1,97,0,0,0,0
566,1964,8,20,8/20/1964,19:30:00,3,MO,29,18,1,0,0,3,0,39.9,-94.43,0,0,1.5,10,1,1,1,63,0,0,0,0
568,1964,8,20,8/20/1964,21:30:00,3,MO,29,19,1,0,0,3,0,40.23,-93.07,0,0,0.1,10,1,1,1,211,0,0,0,0
643,1964,9,22,9/22/1964,17:30:00,3,MO,29,20,1,0,0,3,0,40.05,-94.13,0,0,0.2,10,1,1,1,61,0,0,0,0
644,1964,9,22,9/22/1964,17:50:00,3,MO,29,21,1,0,0,3,0,40.05,-93.83,0,0,4,100,1,1,1,61,79,0,0,0
20,1965,1,25,1/25/1965,21:50:00,3,MO,29,1,0,0,0,1,0,38.78,-92.27,0,0,0.1,10,1,1,1,19,0,0,0,0
123,1965,4,10,4/10/1965,13:30:00,3,MO,29,7,0,0,0,1,0,39.48,-95.03,0,0,2,100,1,1,1,165,0,0,0,0
125,1965,4,10,4/10/1965,15:15:00,3,MO,29,9,2,7,0,5,0,39.78,-94.42,39.87,-94.27,9.6,50,1,1,1,63,0,0,0,0
126,1965,4,10,4/10/1965,16:45:00,3,MO,29,10,2,1,0,5,0,40.08,-93.7,40.18,-93.55,10.3,100,1,1,1,79,0,0,0,0
127,1965,4,10,4/10/1965,17:00:00,3,MO,29,11,2,1,0,4,0,39.95,-93.78,40.05,-93.6,11.1,50,1,1,1,61,79,0,0,0
129,1965,4,10,4/10/1965,19:30:00,3,MO,29,12,1,0,0,4,0,38.65,-94.12,0,0,0.2,50,1,1,1,37,0,0,0,0
90,1965,4,3,4/3/1965,19:00:00,3,MO,29,2,0,0,0,3,0,37.32,-93.88,0,0,0.1,10,1,1,1,57,0,0,0,0
97,1965,4,5,4/5/1965,13:30:00,3,MO,29,3,1,0,0,4,0,36.78,-92.95,36.82,-92.88,4.3,50,1,1,1,9,0,0,0,0
100,1965,4,5,4/5/1965,14:30:00,3,MO,29,4,1,0,0,4,0,37.05,-93.37,0,0,1,50,1,1,1,43,0,0,0,0
101,1965,4,5,4/5/1965,16:00:00,3,MO,29,5,1,0,0,4,0,37.32,-94.3,0,0,1.5,50,1,1,1,97,0,0,0,0
102,1965,4,5,4/5/1965,22:05:00,3,MO,29,6,1,0,0,4,0,36.7,-93.12,0,0,1.5,50,1,1,1,213,0,0,0,0
440,1965,5,25,5/25/1965,17:00:00,3,MO,29,13,1,0,0,2,0,37.62,-91.65,37.72,-91.6,7.4,50,1,1,1,65,0,0,0,0
459,1965,5,26,5/26/1965,2:10:00,3,MO,29,14,1,0,0,4,0,38.77,-94.33,38.82,-94.15,10.4,50,1,1,1,37,0,0,0,0
460,1965,5,26,5/26/1965,2:15:00,3,MO,29,15,2,4,0,5,0,38.97,-94.35,39.02,-94.28,4.9,500,1,1,1,95,0,0,0,0
462,1965,5,26,5/26/1965,3:00:00,3,MO,29,16,0,0,0,2,0,39.33,-93.53,0,0,0.1,10,1,1,1,33,0,0,0,0
504,1965,6,4,6/4/1965,15:20:00,3,MO,29,17,0,0,0,2,0,38.6,-94.35,0,0,0.1,10,1,1,1,37,0,0,0,0
657,1965,7,9,7/9/1965,4:00:00,3,MO,29,18,1,0,0,3,0,39.12,-91.63,0,0,1,300,1,1,1,7,0,0,0,0
743,1965,8,18,8/18/1965,15:15:00,3,MO,29,19,1,0,0,4,0,38.37,-90.97,0,0,0.3,200,1,1,1,71,0,0,0,0
809,1965,9,18,9/18/1965,17:00:00,3,MO,29,21,0,0,0,1,0,40.27,-94.02,0,0,1,20,1,1,1,81,0,0,0,0
819,1965,9,20,9/20/1965,18:00:00,3,MO,29,22,1,0,0,3,0,40.25,-94.07,0,0,0.2,10,1,1,1,81,0,0,0,0
821,1965,9,20,9/20/1965,18:30:00,3,MO,29,23,2,0,0,3,0,39.05,-93.57,39.2,-93.42,13,100,1,1,1,107,195,0,0,0
824,1965,9,20,9/20/1965,19:30:00,3,MO,29,24,1,0,0,3,0,39.52,-93.03,0,0,1.3,67,1,1,1,41,0,0,0,0
828,1965,9,20,9/20/1965,22:30:00,3,MO,29,25,2,0,0,5,0,38.9,-94.38,0,0,1.5,30,1,1,1,95,0,0,0,0
829,1965,9,20,9/20/1965,23:00:00,3,MO,29,26,1,0,0,4,0,39.55,-93.5,0,0,2,50,1,1,1,33,0,0,0,0
830,1965,9,21,9/21/1965,0:30:00,3,MO,29,27,0,0,0,2,0,40.2,-92.58,0,0,0.1,10,1,1,1,1,0,0,0,0
